name,abn,tier,supply_nation,entity_type,sector,state,remoteness,seifa_decile,latest_revenue,donates_to_party,party_donations
"QUAYSIDE LOGISTICS PTY LTD","11167047378","acnc_indigenous","true","social_enterprise","","WA","Major Cities of Australia","4","","false",""
"Yutpundji-Djindiwirritj Aboriginal Land Trust","11211594824","oric","false","indigenous_corp","Indigenous","NT","Outer Regional Australia","9","","false",""
"Pitjantjatjara Yankunytjatjara Education Committee Aboriginal Corporation","11214619396","oric","false","indigenous_corp","Education","SA","Very Remote Australia","1","","false",""
"Garry Peters Electrical solutions","11242035440","acnc_indigenous","true","social_enterprise","Construction","NSW","Major Cities of Australia","4","","false",""
"Guda Birgingira Aboriginal Corporation","11268048638","oric","false","indigenous_corp","culture","NSW","Outer Regional Australia","5","","false",""
"Nanii Davies Art","11281487316","acnc_indigenous","true","social_enterprise","Fine arts","ACT","Major Cities of Australia","8","","false",""
"Wadawurrung Traditional Owners Aboriginal Corporation","11312302330","oric","false","indigenous_corp","Health","VIC","Inner Regional Australia","6","","false",""
"The Mitchell River Traditional Custodians Advisory Group Aboriginal Corporation","11312341771","oric","false","indigenous_corp","Education","QLD","Outer Regional Australia","2","","false",""
"Wakarla","11313806181","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","8","","false",""
"R.A.G.E. Australia","11319133114","acnc_indigenous","true","social_enterprise","Food & drink vending machines & services","NSW","Major Cities of Australia","8","","false",""
"Gungyah Ngallingnee Aboriginal Corporation","11321413690","oric","false","indigenous_corp","Social Welfare","NSW","Outer Regional Australia","1","","false",""
"The National Aboriginal and Torres Strait Islander Postgraduates Association","11323037335","oric","false","indigenous_corp","Indigenous","QLD","Major Cities of Australia","1","","false",""
"Wright Consulting Group Aboriginal Corporation","11329230892","oric","true","indigenous_corp","Community","ACT","Major Cities of Australia","8","","false",""
"Moompa-Awu Aboriginal Corporation","11381982196","oric","false","indigenous_corp","culture","QLD","Very Remote Australia","1","","false",""
"Gundoo Aboriginal Corporation","11387942042","oric","false","indigenous_corp","Education","QLD","Inner Regional Australia","1","","false",""
"South Australian Indigenous Legal Professionals Association Incorporated","11394252163","oric","false","indigenous_corp","Indigenous","SA","Major Cities of Australia","4","","false",""
"Marle Ingkherekenhe Arndaritjika Aboriginal Corporation","11405330306","oric","false","indigenous_corp","Education","NT","Very Remote Australia","1","","false",""
"Gr8motive Aboriginal and Torres Strait Islander Corporation","11407494755","oric","false","indigenous_corp","Social Welfare","QLD","Outer Regional Australia","3","","false",""
"YINDYAMARRA INNOVATIONS","11463209379","acnc_indigenous","true","social_enterprise","","ACT","Outer Regional Australia","2","","false",""
"Hermannsburg Potters Aboriginal Corporation","11481404296","oric","false","indigenous_corp","Arts & Culture","NT","Very Remote Australia","1","","false",""
"Umbarra Aboriginal Corporation","11493764669","oric","false","indigenous_corp","Community","NSW","Outer Regional Australia","5","","false",""
"Arced Up Indigenous Corporation","11499091197","oric","false","indigenous_corp","housing","QLD","Inner Regional Australia","2","","false",""
"John Dominic McLennan and Families Aboriginal Corporation","11499881617","oric","false","indigenous_corp","land-management","NT","Outer Regional Australia","4","","false",""
"GUNGGARI LAND COUNCIL INCORPORATED","11528416270","unclassified","false","government_body","Government","QLD","Very Remote Australia","2","","false",""
"Mid North Coast Indigenous Broadcasters Association (Aboriginal Corporation)","11566155865","oric","false","indigenous_corp","Community","NSW","Inner Regional Australia","2","","false",""
"Yindyamarra Seed &amp; Story Aboriginal Corporation","11572574629","oric","false","indigenous_corp","Indigenous","NSW","Very Remote Australia","1","","false",""
"Illaroo Co-operative Aboriginal Corporation","11603822593","oric","false","indigenous_corp","Health","NSW","Inner Regional Australia","2","","false",""
"GOURMET EARTH PTY. LTD.","11603858082","acnc_indigenous","true","social_enterprise","","NSW","Inner Regional Australia","7","","false",""
"Indigenous Beverages Australia Pty Ltd","11607501888","self_identified","true","social_enterprise","Coffee & tea","ACT","Major Cities of Australia","7","","false",""
"NLA LOGISTICS PTY. LTD.","11616355572","acnc_indigenous","true","social_enterprise","Piling services","ACT","Major Cities of Australia","3","","false",""
"Monero Constructions Australia Pty Ltd","11619777034","acnc_indigenous","true","social_enterprise","Building construction materials & services","VIC","Major Cities of Australia","8","","false",""
"HSEQ & RISK CONSULTANCY SERVICES PTY LTD","11620579722","acnc_indigenous","true","social_enterprise","Scaffolding","ACT","Inner Regional Australia","3","","false",""
"BOGAN CAPITAL PARTNERS PTY LTD","11621936909","acnc_indigenous","true","social_enterprise","Civil construction","VIC","Major Cities of Australia","10","","false",""
"BSKT Wholefoods Pty Ltd","11625682733","acnc_indigenous","true","social_enterprise","Community & social services","ACT","Major Cities of Australia","8","","false",""
"C.B PAINTING CONTRACTORS PTY LTD","11625818877","acnc_indigenous","true","social_enterprise","Building repair services","SA","Remote Australia","5","","false",""
"ABSTARR Consulting","11626696928","acnc_indigenous","true","company","","VIC","Major Cities of Australia","10","","false",""
"Leading with Strength Pty Ltd","11627779024","acnc_indigenous","true","social_enterprise","Cultural competence training and programs","ACT","Major Cities of Australia","10","","false",""
"Asquith Industry Pty Ltd","11635996986","acnc_indigenous","true","social_enterprise","Labour hire","ACT","Major Cities of Australia","6","","false",""
"MOONIE ENTERPRISES PTY LTD","11638174553","acnc_indigenous","true","social_enterprise","Air conditioning maintenance & services","ACT","Outer Regional Australia","6","","false",""
"Yuwibara Aboriginal Corporation","11640582834","oric","false","indigenous_corp","Education","QLD","Inner Regional Australia","5","","false",""
"YARRAWONGA SERVICES PTY LTD","11640619932","acnc_indigenous","true","social_enterprise","Bathroom fixtures & installation","NT","Outer Regional Australia","4","","false",""
"Thaedra","11640770673","acnc_indigenous","true","social_enterprise","","ACT","Inner Regional Australia","10","","false",""
"GAWURA JACKSON PTY LTD","11641086044","acnc_indigenous","true","social_enterprise","Environmental Friendly Chemicals","ACT","Inner Regional Australia","4","","false",""
"INDIGENOUS INITIATIVES AND INNOVATION PTY LTD","11645608733","self_identified","true","social_enterprise","Community and business development","ACT","Outer Regional Australia","3","","false",""
"WAIA PROPERTY GROUP PTY LTD","11645844006","acnc_indigenous","true","social_enterprise","Property management services","QLD","Major Cities of Australia","1","","false",""
"STONECRAB PTY LTD","11652206534","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","10","","false",""
"DELIVERING DENTAL PTY LTD","11655868652","acnc_indigenous","true","social_enterprise","Health","QLD","Major Cities of Australia","7","","false",""
"TREEFROG TRANSPORT PTY LTD","11656807868","acnc_indigenous","true","social_enterprise","Asphalt & bitumen","NSW","Major Cities of Australia","9","","false",""
"FORCON PRODUCTS PTY LTD","11659953045","acnc_indigenous","true","social_enterprise","Building construction materials & services","NSW","Major Cities of Australia","9","","false",""
"HODGES CIVIL & CONSULTING PTY LTD","11663265987","acnc_indigenous","true","social_enterprise","Civil construction","QLD","Outer Regional Australia","3","","false",""
"PIRRPALA PTY LTD","11665367948","acnc_indigenous","true","social_enterprise","Commercial or industrial construction","WA","Major Cities of Australia","8","","false",""
"INDIGINAUS CYBER PTY LTD","11667277054","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","10","","false",""
"AKMANS INDUSTRIES PTY LTD","11669728125","acnc_indigenous","true","social_enterprise","","NT","Outer Regional Australia","4","","false",""
"BEELYA CULTURAL TOURS PTY LTD","11671793678","acnc_indigenous","true","social_enterprise","Aboriginal Cultural and Heritage Mapping","WA","Major Cities of Australia","5","","false",""
"@REPUWISE PTY LTD.","11674990759","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","10","","false",""
"Yandeyarra Pastoral Aboriginal Corporation","11676473146","oric","false","indigenous_corp","culture","WA","Very Remote Australia","5","","false",""
"NGATLI WE TWO PTY LTD","11678318164","acnc_indigenous","true","social_enterprise","","SA","Inner Regional Australia","6","","false",""
"WINANGA-LI PROCUREMENT AUSTRALIA PTY LTD","11681620011","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","1","","false",""
"FARMBUSH PTY LTD","11690031040","acnc_indigenous","true","social_enterprise","Environmental management","NT","Remote Australia","3","","false",""
"Jaymak contracting","11694706084","acnc_indigenous","true","social_enterprise","Mining & quarrying machinery","WA","Major Cities of Australia","8","","false",""
"Amangarra Aboriginal Corporation","11694817826","oric","false","indigenous_corp","Community","NT","Very Remote Australia","10","","false",""
"Makuru designs","11729900168","acnc_indigenous","true","social_enterprise","Fine arts","ACT","Major Cities of Australia","6","","false",""
"MYOGROUT","11737275990","acnc_indigenous","true","social_enterprise","","ACT","Major Cities of Australia","8","","false",""
"Maliyaa-Karu Aboriginal Corporation","11737974513","oric","false","indigenous_corp","Social Welfare","VIC","Inner Regional Australia","2","","false",""
"Goobah Goobah Koori Theatre Company (Aboriginal Corporation)","11743875352","oric","false","indigenous_corp","Community","","Inner Regional Australia","6","","false",""
"Arnhem Northern and Kimberley Artists Aboriginal Corporation - ANKA","11745507928","oric","false","indigenous_corp","Education","NT","Outer Regional Australia","","","false",""
"Djilimbardi (Aboriginal Corporation)","11800387318","oric","false","indigenous_corp","Community","WA","Very Remote Australia","1","","false",""
"Innawonga Aboriginal Corporation","11826188993","oric","false","indigenous_corp","Education","WA","Very Remote Australia","6","","false",""
"Bulgul Aboriginal Corporation","11870488185","oric","false","indigenous_corp","Community","NT","Outer Regional Australia","9","","false",""
"Ngaringga Ngurra Aboriginal Corporation","11877656513","oric","false","indigenous_corp","Health","WA","Very Remote Australia","1","","false",""
"ABORIGINAL HISTORY INCORPORATED","11885917654","oric","false","indigenous_corp","Indigenous","ACT","Major Cities of Australia","10","","false",""
