name,abn,donated,donation_count,parties,contract_value,contract_count,contract_per_donation_dollar,sector,state,is_community_controlled
"James Maher","64828291830","38000","2","Mining and Energy Union","42000","1","1","","ACT","false"
"ADSHEL STREET FURNITURE PTY LIMITED","77000081872","38000","9","ADD LIB; Australian Labor Party (Victorian Branch); Liberal Party of Australia (VIC Division); Progressive Business Association Inc","362310","4","10","","NSW","false"
"ADCO GROUP PTY LIMITED","15094531272","37612","4","Australian Labor Party (N.S.W. Branch); Faircloth & Reynolds Pty Ltd","39270000","1","1044","Construction","VIC","false"
"Higher Ed Services Pty Ltd","31060566029","37510","2","Universities Australia","290904","3","8","Education","ACT","false"
"BROOME INTERNATIONAL AIRPORT PTY LTD","99074187732","37400","4","Australian Labor Party (ALP)","215196","3","6","","WA","false"
"Rosemary Knight","93236262457","37384","2","Australian Greens, Victorian Branch","33900","1","1","","ACT","false"
"Sonder Australia Pty Ltd","56613605360","37316","2","Universities Australia","277640","2","7","","NSW","false"
"Shadforth's Civil Engineering Contractors Pty Ltd","56090018983","37200","8","LNP-QLD; LNP-QLD (Fairfax FDC)","467798","1","13","","QLD","false"
"Spotless Services Australia","19005309320","37000","2","United Workers Union","1734163","35","47","","VIC","false"
"THE TRUSTEE FOR ERNST & YOUNG SERVICES TRUST (67 457 905 811)","35122885465","37000","4","Liberal Party of Australia (S.A. Division); Progressive Business Association Inc","13025964","60","352","","NSW","false"
"S.M ADAMS & Others (42 843 327 183)","42843327183","36694","4","Australian Labor Party (State of Queensland); United Workers Union","2758160","35","75","","SA","false"
"SICK AG","81006054468","36600","6","Australian Labor Party (ALP); Liberal National Party of Queensland","46469","4","1","","VIC","false"
"Vivendi Water Australia","99061161279","36600","6","Australian Labor Party (N.S.W. Branch); Australian Labor Party (Western Australian Branch)","374000","1","10","Mining","NSW","false"
"CHUBB AUSTRALIA LTD (13 000 096 122)","47000067541","36576","2","Canberra Labor Club Limited","198601021","1102","5430","Construction","NSW","false"
"JAMES MITCHELL","75184886631","36500","2","Australian Services Union - Victorian & Tasmanian Authorities & Services Branch","170835","6","5","","NSW","false"
"WARWICK FARM AUTOMOTIVE PTY LTD","75665769111","36464","2","Health Services Union NSW","19800","1","1","Retail","NSW","false"
"Tempo Services","87001827041","36440","6","Australian Labor Party (N.S.W. Branch); Liberal Party of Australia, NSW Division; The 500 Club (VIC)","859627220","37","23590","defence","NSW","false"
"MM FASTENERS PTY LIMITED","29000003832","36388","2","United Australia Party","752511","30","21","Construction","QLD","false"
"DEFENCE BANK LIMITED","57087651385","36200","2","Queensland Nurses Union of Employees","57400","2","2","Finance","VIC","false"
"Rolfe Property Services","83074501929","36000","2","United Workers Union","31848836","12","885","","ACT","false"
"The trustee for Motors Trust","83722057510","36000","2","AWU - Australian Workers Union (Tasmanian Branch)","36821","2","1","","TAS","false"
"SPOTLESS GROUP LIMITED (77 004 376 514)","77004376514","35964","4","AWU Port Kembla Branch","2054011","3","57","Mining","VIC","false"
"JOHNSON & JOHNSON PTY LTD (73 001 121 446)","73001121446","35848","7","Australian Labor Party (Western Australian Branch); Australian Labor Party (Western Australian Branch) - WA; The Menzies Research Centre Limited","219594","5","6","Mining","NSW","false"
"HEMPEL (WATTYL) AUSTRALIA PTY LTD","40000035914","35400","10","Labor Holdings Pty Ltd; The Australian Greens - Victoria","3519130","4","99","Retail","NSW","false"
"Aruma Services Limited","31001813403","35242","2","Australian Services Union of NSW & ACT (Services) Branch","6599966","56","187","health","NSW","false"
"ROBERT BOSCH (AUSTRALIA) PROPRIETARY LIMITED (48 004 315 628)","71006442360","35200","4","National Party of Australia - N.S.W.; National Party of Australia (Queensland)","1531626","16","44","Technology","VIC","false"
"BIOCELECT PTY LTD","88168092171","35000","12","Australian Labor Party (ALP)","22000","1","1","","NSW","false"
"PENRICE SODA PRODUCTS PTY. LTD.","62008206942","34900","8","Australian Labor Party (South Australian Branch); Liberal Party of Australia (S.A. Division); Liberal Party of Australia (SA Division)","58755","2","2","","SA","false"
"TAMWORTH TOWERS PTY LTD","36541229982","34874","2","Faircloth & Reynolds Pty Ltd","44020","3","1","","NSW","false"
"SARINA RUSSO JOB ACCESS (AUSTRALIA) PTY. LTD. (21 090 052 350)","39010129325","34820","14","Australian Labor Party - State of Queensland; Australian Labor Party (State of Queensland); Australian Labor Party (State of Queensland) - QLD; Liberal Party of Australia - Queensland Division; Liberal Party of Australia - Queensland Division - QLD; Liberal Party of Australia (QLD Division); Liberal Party of Australia (VIC Division)","2498418","2","72","Health","QLD","false"
"LeeCare Solutions Pty Ltd","23093142520","34800","10","Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (State of Queensland)","527000","2","15","","VIC","false"
"COLIN BIGGERS AND PAISLEY","38941300979","34760","4","Liberal Party of Australia, NSW Division","11638","1","0","","NSW","false"
"KONGSBERG DEFENCE AUSTRALIA","95146599359","34400","8","Australian Labor Party (ALP)","298729757","16","8684","","ACT","false"
"NOVOTEL CAIRNS OASIS RESORT","36473288743","34336","2","Australian Municipal Administrative Clerical & Services Union - Queensland Together Branch","243711","18","7","","VIC","false"
"The Mining","50110423580","34000","6","Australian Labor Party (ALP); Country Liberal Party (NT)","5931273","8","174","","NT","false"
"AUSTRALIAN HOSPITAL CARE (PINDARA) PTY. LTD. (51 005 288 095)","51005288095","34000","5","Australian Labor Party (VIC Branch); Australian Labor Party (Victorian Branch); Higgins 200 Club","12252","1","0","Health","NSW","false"
"EAGERS MD PTY LTD","58009727753","34000","2","Australian Municipal Administrative Clerical & Services Union - Queensland Together Branch","60555","1","2","","QLD","false"
"Quicksilver Connections Pty Ltd","26010434269","33980","6","Australian Labor Party (State of Queensland)","843873","7","25","","QLD","false"
"SPOTLESS GROUP HOLDINGS LIMITED","27154229562","33882","10","Australian Labor Party (State of Queensland)","13431","1","0","Mining","VIC","false"
"TOOWONG AUTOMOTIVE GROUP PTY LTD","13102449801","33638","2","Construction, Forestry, Maritime Employees Union","61809","1","2","","QLD","false"
"Schiavello","81006778641","33310","2","Construction, Forestry, Maritime Employees Union","27595830","268","828","","VIC","false"
"Martin Ferguson","50192006299","33300","10","Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (Northern Territory) Branch; Australian Labor Party (Western Australian Branch)","146690","2","4","","VIC","false"
"NEWSAT","19078204994","33000","2","Liberal Party of Australia, NSW Division","56019","2","2","","VIC","false"
"Research Australia Limited","28095324379","33000","2","Australian Labor Party (ALP)","740961","4","22","Health","NSW","false"
"KordaMentha","39686260491","33000","4","Australian Labor Party (ALP); The 500 Club Inc","40025","3","1","","WA","false"
"The Fuel Agency","56119578335","33000","2","Liberal Party of Australia","32351","1","1","","VIC","false"
"VERBREC INFRASTRUCTURE SERVICES PTY LTD","57058047046","33000","2","Liberal National Party of Queensland","1460000","1","44","","QLD","false"
"Deloitte Services Pty Ltd","60087279678","33000","2","Australian Labor Party (Western Australian Branch)","1655887","2","50","","NSW","false"
"MITSUI & CO. (AUSTRALIA) LTD","64004349795","33000","2","Australian Labor Party (ALP)","3360316","24","102","Mining","VIC","false"
"WILLIAM INGLIS & SON LIMITED","75000011307","33000","5","Liberal Party of Australia, NSW Division; Liberal Party of Australia, NSW Division - NSW","47235","1","1","","NSW","false"
"OHMS HYGIENE","87633480976","33000","2","Minerals Council of Australia","11616","1","0","","NSW","false"
"RIBSHIRE PTY LTD T/A GOODLINE","40085847892","32600","2","CFMEU - Construction & General Division (WA Branch)","18839376","32","578","Construction","QLD","false"
"FLINDERS ADELAIDE CONTAINER TERMINAL PTY LTD (24 004 898 828)","24004898828","32518","3","Liberal Party of Australia (S.A. Division) - SA; The Australian Workers' Union of Employees Queensland","1282399","1","39","transport","","false"
"Cape Bouvard","71609210362","32400","6","Australian Labor Party (Western Australian Branch); Liberal Party (W.A. Division) Inc","4651600","1","144","","WA","false"
"ACER COMPUTER AUSTRALIA PTY LIMITED","78003872768","32400","10","Australian Labor Party (N.S.W. Branch); Australian Labor Party (NSW Branch); Australian Labor Party (Victorian Branch); Liberal Party of Australia (NSW Division); Liberal Party of Australia (Victorian Division); Liberal Party of Australia, NSW Division","199119487","635","6146","Retail","NSW","false"
"Benestar Group Pty Ltd (61 003 536 472)","61003536472","32146","2","The Australian Workers' Union - Greater NSW Branch","104044379","210","3237","Finance","VIC","false"
"SIDESTAGE PTY LIMITED","41657125874","32132","2","Australian Labor Party (ALP)","89702","5","3","","ACT","false"
"First National Real Estate","21453487329","32016","2","Liberal Party of Australia, NSW Division","163595","6","5","","WA","false"
"Australian Information Security Association (AISA) Limited","18171935959","32000","2","Australian Labor Party (ALP)","77288","5","2","Emergency & Security","NSW","false"
"KEITH MCKENZIE PTY LTD","34112618630","32000","2","CEPU - Electrical Division QLD & NT","69861","1","2","","VIC","false"
"JAMES FRIZELLE'S AUTOMOTIVE GROUP PTY. LTD.","47010210723","32000","2","Australasian Meat Industry Employees Union - Newcastle, Northern, South Australian & Tasmanian Branch","66841","1","2","Retail","QLD","false"
"URBIS LTD","50105256228","32000","2","CFMEU Construction and General Division, New South Wales Divisional Branch","32386797","111","1012","","VIC","false"
"Armstrong Wily Pty Ltd","28605551479","31924","4","Australian Labor Party (ALP); CFMEU Construction and General Division, New South Wales Divisional Branch","10280","1","0","","NSW","false"
"John Menzies Ltd","75003227914","31900","6","Australian Labor Party (N.S.W. Branch)","39583","2","1","Transport","NSW","false"
"Helicopter Film Services Pty Ltd","88076712831","31900","1","Liberal Party (W.A. Division) Inc","147121","4","5","","WA","false"
"Tyrrell's Vineyards Pty Ltd","52000114527","31514","4","Australian Labor Party (N.S.W. Branch); Liberal Party of Australia, NSW Division","20000","2","1","","NSW","false"
"MCKENZIE PARADISE PTY LTD &amp; MJPOA TRADING PTY LTD &amp; TOP CONCEPT PTY. LTD.","92992667162","31460","2","United Australia Party","114200","4","4","unknown","QLD","false"
"CUMMINS SOUTH PACIFIC PTY LTD","42006332949","31456","10","Automotive Food Metals Engineering Printing & Kindred Ind. Union; Minerals Council of Australia","43754685","172","1391","","VIC","false"
"Trilogy Maintenance Solutions","44096628125","31160","2","Faircloth & Reynolds Pty Ltd","67064","1","2","","NSW","false"
"MINI-TANKERS AUSTRALIA PTY LTD","81050220016","31100","4","Australian Labor Party (Western Australian Branch); Australian Labor Party (Western Australian Branch) - WA","1322615","45","43","","NSW","false"
"Built Environs Pty Ltd","74008125111","31000","6","Australian Labor Party (South Australian Branch) - SA; Liberal Party of Australia (S.A. Division); Liberal Party of Australia (S.A. Division) - SA","490190","1","16","Construction","SA","false"
"ROAD TRAINS OF AUSTRALIA PTY LTD","97120775224","31000","14","Country Liberal Party (NT); Northern Territory Country Liberal Party; Northern Territory Country Liberal Party - NATIONAL","42825","1","1","","WA","false"
"Peter Boyle","24604341052","30828","3","Liberal Party (W.A. Division) Inc; Liberal Party (W.A. Division) Inc. - WA","13310","1","0","","WA","false"
"DIETITIANS ASSOCIATION OF AUSTRALIA","34008521480","30778","2","Australian Nursing & Midwifery Federation","10536","1","0","","ACT","false"
"Internet 2.0 Pty Limited","17632726946","30758","12","Australian Labor Party (ALP); Australian Labor Party (State of Queensland)","338580","1","11","","ACT","false"
"Cameco Australia","65001513088","30586","2","Minerals Council of Australia","21217","2","1","","WA","false"
"AURECON GROUP PTY LTD","12133838187","30500","4","Australian Labor Party (N.S.W. Branch); Australian Labor Party (State of Queensland)","271697","7","9","Construction","VIC","false"
"NATIONAL PRESS CLUB","59208238583","30492","6","Australian Labor Party (ACT Branch); National Party of Australia - N.S.W.","92251","5","3","","ACT","false"
"Anatas Pte Ltd","46133185458","30360","11","Australian Labor Party (Tasmanian Branch) - TAS; Liberal Party of Australia - Tasmanian Division; Liberal Party of Australia, NSW Division","4182754","2","138","","NSW","false"
"CHUBB AUSTRALIA PTY LTD","13000096122","30000","3","Liberal Party of Australia (NSW Division); Liberal Party of Australia, NSW Division","11147","1","0","Construction","NSW","false"
"American Express International","15000618208","30000","2","Liberal Party of Australia","354840","9","12","","NSW","false"
"SUEZ RECYCLING & RECOVERY HOLDINGS PTY LIMITED","18002658255","30000","2","Progressive Business Association Inc","85000","1","3","Mining","NSW","false"
"ABBOTT AUSTRALASIA PTY LTD (95 000 180 389)","19010728220","30000","2","Liberal Party of Australia (Victorian Division)","75378397","21","2513","Health","QLD","false"
"PETER MARTIN","30675119769","30000","2","Climate 200 Pty Limited","134200","1","4","","ACT","false"
"FOREST ONE AUSTRALIA PTY LTD (35 004 051 003)","35004051003","30000","2","Liberal Party of Australia (Victorian Division)","35285","1","1","","VIC","false"
"Alliance Project Group","41152223606","30000","2","CEPU Plumbing Division - NSW (CEPU of Australia NSW Branch)","15992000","1","533","","NSW","false"
"Doma Constructions Pty Ltd","43143347273","30000","3","250 Club Limited; Liberal Party of Australia - ACT Division - ACT","31218","1","1","","ACT","false"
"EVAND PTY LTD (59 072 254 007)","46138643697","30000","2","Australian Labor Party (N.S.W. Branch)","4735288","10","158","Transport","QLD","false"
"THE STEPHANIE PHILLIPS FAMILY TRUST","48907059419","30000","2","Liberal Party of Australia - Queensland Division","232320","1","8","unknown","QLD","false"
"FEDERAL COURT OF AUSTRALIA","49110847399","30000","2","United Workers Union","5783465","36","193","","NSW","false"
"Achieve Australia Limited","49133306902","30000","2","National Disability Services Limited","1361915","1","45","health","NSW","false"
"OMAHA IT SERVICES PTY LTD","50050494196","30000","2","Australian Labor Party (N.S.W. Branch)","154810073","375","5160","","WA","false"
"KINGSPAN WATER & ENERGY PTY LTD","62108491881","30000","2","Automotive Food Metals Engineering Printing & Kindred Ind. Union","41382","1","1","","NSW","false"
"Wallis Nominees (Computing) Pty Ltd","64055672163","30000","3","Liberal Party of Australia; Liberal Party of Australia, NSW Division - NSW","2369039","12","79","Technology","VIC","false"
"INTEGRATED CARE SERVICES PTY LTD","71059950695","30000","8","Australian Labor Party - State of Queensland; Australian Labor Party (State of Queensland) - QLD; Forward Brisbane Leadership; Liberal Party of Australia - Queensland Division; Liberal Party of Australia - Queensland Division - QLD","1005000","2","34","finance","VIC","false"
"CBH Limited","72085009141","30000","6","Liberal Party (W.A. Division) Inc; National Party of Australia (WA) Inc","114023","3","4","Agriculture","WA","false"
"Rodgers Reidy Chartered Accountants (NSW)","77348654260","30000","2","CFMEU Construction and General Division, New South Wales Divisional Branch","78870","5","3","","NSW","false"
"QUBE LOGISTICS (SB) PTY LTD (83 003 307 319)","83003307319","30000","3","Australian Labor Party (N.S.W. Branch); Australian Labor Party (NSW Branch)","19925","1","1","Transport","NSW","false"
"Media Diversity Australia Limited","83618492729","30000","2","Media Entertainment & Arts Alliance","13750","1","0","Indigenous","NSW","false"
"Moggill Constructions Pty Ltd","86009914541","30000","9","Australian Labor Party (ALP); Australian Labor Party (ALP) - NATIONAL; Australian Labor Party (State of Queensland); Australian Labor Party (State of Queensland) - QLD; National Party of Australia (Queensland); National Party of Australia (Queensland) - QLD","16218275","1","541","Construction","QLD","false"
"Brisbane Marketing Pty Ltd","86094633262","30000","3","The Brisbane's Future Committee","35403","2","1","","QLD","false"
"REDOX LIMITED","92000762345","30000","4","Liberal Party (W.A. Division) Inc","903210","1","30","Agriculture","NSW","false"
"Ability Options Ltd","92003175335","30000","2","National Disability Services Limited","52289086","3","1743","Indigenous","NSW","false"
"Epworth Foundation","97420694950","30000","2","Liberal Party of Australia (Victorian Division)","32855","2","1","health","VIC","false"
"The Trustee for the Beer Family Trust","98377949462","30000","2","Liberal National Party of Queensland","88000","1","3","","SA","false"
"Gold Coast City Council","84858548460","29986","2","Automotive Food Metals Engineering Printing & Kindred Ind. Union","3084302","43","103","","QLD","false"
"TEMORA SHIRE COUNCIL","55048860109","29600","2","JA Bradley & Sons","171450","4","6","","NSW","false"
"SC JOHNSON PROFESSIONAL PTY LTD (79 003 964 681)","79003964681","29562","2","CFMEU Construction and General Division, New South Wales Divisional Branch","1000000","1","34","","NSW","false"
"TEAM GLOBAL EXPRESS PTY LTD","15084157666","29500","10","Australian Labor Party (ALP); Liberal Party (W.A. Division) Inc; Liberal Party (W.A. Division) Inc. - WA","108144255","94","3666","Transport","VIC","false"
"Bretts Pty Ltd","22009658315","29500","8","Australian Labor Party (State of Queensland) - QLD; Liberal Party of Australia; Liberal Party of Australia - Federal Secretariat; Liberal Party of Australia - Queensland Division; Liberal Party of Australia - Queensland Division - QLD; Liberal Party of Australia (QLD Division)","222307","10","8","Construction","QLD","false"
"Mulgathing Pty Ltd","79007514463","29499","6","Liberal Party of Australia; Liberal Party of Australia (S.A. Division); Liberal Party of Australia (S.A. Division) - SA","10000","1","0","","SA","false"
"DOMAIN HOLDINGS AUSTRALIA LIMITED","43094154364","29467","4","Australian Labor Party (N.S.W. Branch) - NSW; Liberal Party of Australia (Victorian Division) - VIC; The Free Enterprise Foundation","38764","1","1","Technology","NSW","false"
"Seva Pty Ltd","71001489274","29428","2","The Australian Workers' Union NSW Branch","1371508","2","47","","NSW","false"
"Sigma Company Limited","44004132923","29400","12","Australian Labor Party (VIC Branch); Australian Labor Party (Victorian Branch); Liberal Party of Australia; Liberal Party of Australia (VIC Division); Liberal Party of Australia (Victorian Division)","1774380","10","60","Health","VIC","false"
"Sam The Paving Man Pty Ltd","95050612194","29082","2","CFMEU Construction and General Division, New South Wales Divisional Branch","3000000","2","103","","NSW","false"
"TORRENS HEALTH PTY LTD","38136379274","29000","4","250 Club Limited; Australian Labor Party (Northern Territory) Branch","7818288","1","270","Health","SA","false"
"GO ELECTRICAL PTY LIMITED","56118931070","29000","2","Liberal Party of Australia, NSW Division","165831","1","6","Construction","NSW","false"
"Westwood Properties Pty Ltd","40050482310","28980","5","Australian Labor Party (ACT Branch); Australian Labor Party (ACT Branch) - ACT; Australian Labor Party (Tasmanian Branch)","25000","1","1","","TAS","false"
"SMRM HOLDINGS PTY LTD (85 168 760 861)","60056487453","28940","12","Australian Labor Party (N.S.W. Branch); Liberal Party of Australia, NSW Division","103826","4","4","Mining","QLD","false"
"Megt (Australia) Ltd","85006266280","28500","6","ALP National Secretariat; Liberal Party of Australia (NSW); Liberal Party of Australia (WA)","616185309","55","21621","education","VIC","false"
"GE GRID AUSTRALIA PTY LTD","91106900707","28460","2","Automotive Food Metals Engineering Printing & Kindred Ind. Union","3944743","5","139","Health","NSW","false"
"Amazon Web Services Inc","15242571122","28400","6","Country Labor Party","451883576","119","15911","","","false"
"The trustee for COX FAMILY TRUST","36393220530","28400","2","Liberal Party of Australia, NSW Division","439561","2","15","","VIC","false"
"AON CORPORATION AUSTRALIA LIMITED (58 004 756 772)","50068620771","28100","4","Australian Labor Party (ALP); Liberal Party of Australia, NSW Division","938096","13","33","finance","","false"
"AMPCONTROL CSM PTY LIMITED (35 000 770 141)","35000770141","28075","6","Australian Labor Party (State of Queensland) - QLD; Australian Labor Party (VIC Branch); Liberal Party of Australia","471802","6","17","Mining","NSW","false"
"Stephen Williams","29677921313","28000","2","Liberal National Party of Queensland","96428","2","3","","NSW","false"
"DEPT OF TRANSPORT AND MAIN ROADS","39407690291","28000","2","Automotive Food Metals Engineering Printing & Kindred Ind. Union","37768903","69","1349","","QLD","false"
"ETIHAD AIRWAYS PJSC","40123078688","28000","2","Liberal Party of Australia, NSW Division","14421185","19","515","","NSW","false"
"REECE MCKEON","42753413830","28000","2","Australian Labor Party (ALP)","46416","1","2","","NSW","false"
"Carpaolo Nominees Pty Ltd","68055507367","28000","6","Australian Labor Party (Northern Territory) Branch; Country Liberal Party (NT)","6390938","3","228","","NT","false"
"AUSNET PTY LTD (45 603 317 559)","91064651118","28000","7","Australian Labor Party (ALP); Australian Labor Party (VIC Branch); Australian Labor Party (Victorian Branch); Liberal Party of Australia (VIC Division)","2574655","2","92","Mining","VIC","false"
"Feliz Puente Pty Ltd","79625999877","27800","10","Australian Labor Party (N.S.W. Branch); Liberal Party of Australia, NSW Division","2","2","0","","NSW","false"
"Pottinger Co Pty Limited","52105683118","27750","13","Australian Labor Party (ALP); Australian Labor Party (State of Queensland); Liberal Party of Australia, NSW Division; National Party of Australia - N.S.W.","1430759","9","52","","NSW","false"
"COFFEY GEOTECHNICS PTY LTD","93056929483","27654","2","Automotive Food Metals Engineering Printing & Kindred Ind. Union","581411","8","21","construction","NSW","false"
"ARA MECHANICAL SERVICES PTY LIMITED","37122466693","27310","2","Faircloth & Reynolds Pty Ltd","150669","7","6","construction","NSW","false"
"CLEANAWAY PTY LTD (79 000 164 938)","79000164938","27280","2","AWU Port Kembla Branch","600413287","75","22009","Mining","VIC","false"
"Dunbrae Pty Ltd","11089895732","27084","2","Faircloth & Reynolds Pty Ltd","1230395","6","45","","NSW","false"
"A E VANSTONE","12484983437","26800","6","Liberal Party of Australia (S.A. Division); Parakeelia Pty Ltd","193268","3","7","","SA","false"
"Tropical Reef Shipyard Pty Ltd","73098851775","26800","6","Australian Labor Party (State of Queensland); Liberal National Party of Queensland","10519419","60","393","","QLD","false"
"LAWYERBANK PTY LTD","23159266583","26630","8","Australian Labor Party (State of Queensland)","78177766","300","2936","","ACT","false"
"CAPITEQ PTY LIMITED (24 008 137 559)","24008137559","26600","9","Australian Labor Party (Northern Territory) Branch; Australian Labor Party (Northern Territory) Branch - NT; Country Liberal Party (NT)","35221412","22","1324","Transport","NT","false"
"FOXTEL CABLE TELEVISION PTY LIMITED","45069008797","26600","8","Australian Labor Party (ALP)","4958404","68","186","","NSW","false"
"IPD GROUP LTD (12 111 178 351)","15002934009","26574","2","Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch","112606","3","4","Mining","NSW","false"
"The Royal Agricultural Society Of Victoria Limited","66006728785","26400","2","Liberal Party of Australia (Victorian Division)","29225","2","1","Community","VIC","false"
"QUEENSLAND LAW SOCIETY INC","33423389441","26360","8","Australian Labor Party (State of Queensland); Liberal Party of Australia - Queensland Division","409118","9","16","","QLD","false"
"NSW FARMERS' ASSOCIATION","31000004651","26350","9","Australian Labor Party (ALP); LIB-NSW","4723400","4","179","","NSW","false"
"List A Barristers Pty Ltd","73007370256","26000","2","Automotive Food Metals Engineering Printing & Kindred Ind. Union","741026","2","29","","","false"
"Duncan Kerr","60762785038","25980","4","Australian Labor Party (ALP); Australian Labor Party (Tasmanian Branch)","26000","1","1","","TAS","false"
"GlaxoSmithKline Plc","60089509544","25850","6","Casey Business Briefing Club; Liberal Party of Australia (Victorian Division); Progressive Business Association Inc","3819539","1","148","Health","NSW","false"
"William Buck","60517801910","25700","7","Australian Labor Party (N.S.W. Branch); Higgins 200 Club","714522","5","28","","VIC","false"
"FUJIFILM MICROCHANNEL TECHNOLOGY PTY LTD","40051758199","25600","4","Australian Labor Party (N.S.W. Branch); Liberal Party of Australia, NSW Division","21842934","39","853","technology","NSW","false"
"AUSTRALIAN LOCAL GOVERNMENT ASSOCIA","31008613876","25520","4","Australian Labor Party (State of Queensland)","1663700","23","65","","ACT","false"
"Grant Thornton Australia Ltd","41127556389","25520","4","Australian Labor Party (State of Queensland)","16047254","91","629","","VIC","false"
"BDO","74161378892","25520","4","Australian Labor Party (State of Queensland); Liberal Party of Australia, NSW Division","82624","2","3","","SA","false"
"G J & K CLEANING SERVICES PTY LIMITED","64006418908","25450","4","Australian Labor Party (ALP); Progressive Business Association Inc","11966800","22","470","Agriculture","VIC","false"
"STEPHEN SMITH","86612239645","25322","10","Australian Labor Party (ALP); Australian Labor Party (Western Australian Branch)","306496","1","12","","WA","false"
"FRANCHISE COUNCIL OF AUSTRALIA","17002789988","25200","10","Australian Labor Party (ALP); Australian Labor Party (State of Queensland)","10980","1","0","","VIC","false"
"Disability Employment Australia","94101549919","25200","4","Australian Labor Party (ALP)","55000","1","2","Social Welfare","VIC","false"
"Hassell Pty Ltd","24007711435","25060","8","Australian Labor Party (State of Queensland)","14818660","26","591","Construction","VIC","false"
"NOVA AEROSPACE PTY LTD","11090818214","25000","4","Liberal Party of Australia (S.A. Division) LIB-SA; Liberal Party of Australia LIB-FED","94526597","125","3781","defence","SA","false"
"Our Community Pty Ltd","24094608705","25000","4","Australian Labor Party (ALP); Australian Labor Party (State of Queensland)","13158080","50","526","Community","VIC","false"
"DEM Australasia Pty Limited","26161454315","25000","1","KP Independents Limited","10472","1","0","","NSW","false"
"Laminar Communications Pty Ltd","27080749613","25000","4","Australian Labor Party (ALP); Australian Labor Party (State of Queensland)","1673196","21","67","","QLD","false"
"Birchley PTY LTD","41165017130","25000","1","Liberal Party (W.A. Division) Inc.","38497576","2","1540","","WA","false"
"AUSCRIPT AUSTRALASIA PTY LTD","72110028825","25000","4","Australian Labor Party (State of Queensland); Liberal Party of Australia - Queensland Division","42453088","103","1698","","QLD","false"
"John Robinson","77474803854","25000","2","Australian Labor Party (Northern Territory) Branch","737","2","0","","QLD","false"
"Transit Australia Pty Ltd","94065794943","25000","5","Australian Labor Party (State of Queensland); Australian Labor Party (State of Queensland) - QLD","87585423","4","3503","","QLD","false"
"Global Access Partners Pty Ltd","74000731420","24800","12","Australian Labor Party (ALP); Liberal Party of Australia, NSW Division","6114750","6","247","","NSW","false"
"Laundy Hotels Pty Ltd","92001217554","24700","4","Australian Labor Party (N.S.W. Branch)","2","2","0","","NSW","false"
"Brown, David","96649571133","24500","2","Advance Australia; Liberal National Party of Queensland","113925","5","5","","SA","false"
"O'BRIEN GROUP AUSTRALIA PTY LTD","29051538197","24400","4","Australian Labor Party (Victorian Branch)","83346","3","3","","VIC","false"
"Hill and Knowlton Australia Pty Ltd","30008401134","24200","6","Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Liberal Party of Australia","62370","1","3","","NSW","false"
"Alex Kaar","52408474375","24100","2","The 500 Club (VIC)","312620","6","13","","VIC","false"
"WESTERN AUSTRALIAN CRICKET ASSOCIATION LIMITED","44026744769","24000","2","Australian Labor Party (ALP)","14300","1","1","Sport & Recreation","WA","false"
"THE TRUSTEE FOR THE AZURE CAPITAL TRUST","55273802568","24000","4","Liberal Party (W.A. Division) Inc","16500","1","1","","WA","false"
"SEQIRUS (AUSTRALIA) PTY LTD (66 120 398 067)","66120398067","24000","6","Australian Labor Party (ALP)","2622177977","83","109257","Manufacturing","VIC","false"
"DELOITTE FINANCE PTY LTD","72008531360","24000","8","Australian Labor Party (South Australian Branch); Australian Labor Party (State of Queensland); Liberal Party of Australia (S.A. Division)","471699","1","20","Finance","NSW","false"
"SERVCO AUSTRALIA CAIRNS PTY LTD","96136856614","24000","4","Liberal Party of Australia - Queensland Division","66000","2","3","","QLD","false"
"VISY INDUSTRIES AUSTRALIA PTY LTD (74 004 337 615)","49984541896","23700","4","Liberal Party of Australia - Tasmanian Division; The 500 Club (VIC)","20752","1","1","Retail","VIC","false"
"Crown Equipment Pty Ltd","79000514858","23584","4","Australian Workers Union, Greater NSW Branch; Automotive Food Metals Engineering Printing & Kindred Ind. Union","8269331","225","351","","NSW","false"
"Tandou Ltd","81001014562","23500","9","Australian Labor Party (N.S.W. Branch); Australian Labor Party (NSW Branch); National Party of Australia - N.S.W.; National Party of Australia - NSW","92475382","35","3935","","VIC","false"
"Epicure Pty Ltd","85996765536","23500","6","Country Liberal Party (NT); Northern Territory Country Liberal Party - NATIONAL","4567996","4","194","","NT","false"
"Haden Engineering","59000694173","23394","2","Faircloth & Reynolds Pty Ltd","20696967","115","885","","NSW","false"
"Interactive Pty Ltd","17088952023","23100","10","Australian Labor Party (State of Queensland); Liberal Party of Australia (S.A. Division); Liberal Party of Australia (SA Division); Liberal Party of Australia (Victorian Division); The Liberal Foundation Inc","13531919","73","586","","VIC","false"
"Spicers Paper Ltd","84007228113","23100","6","Labor Holdings Pty Ltd; The 500 Club (VIC)","1986721","63","86","","VIC","false"
"PMB DEFENCE PTY LTD","20099904926","23000","3","Liberal Party of Australia (S.A. Division)","1923775","5","84","","SA","false"
